31678938,https://www.yapo.cl/autos-usados/chery-tiggo-7-pro-2022/31678938,CHERY TIGGO 7 PRO 2022,Publicado 11/01/2026,2026-01-11,Chery,Tiggo 7 Pro,,$11.790.000 (Rebajado 5%),11790000,2022,43'500,43500,Bencina
31744215,https://www.yapo.cl/autos-usados/peugeot-allure-pack-puretech-100/31744215,Peugeot Allure Pack Puretech 100,Publicado 11/01/2026,2026-01-11,Peugeot,208,,$12.690.000,12690000,2023,28'993,28993,Bencina
31758028,https://www.yapo.cl/autos-usados/mazda-cx-3-2019-new-cx-3-r-2-0-aut/31758028,Mazda Cx-3 2019 New Cx 3 R 2.0 Aut,Publicado 11/01/2026,2026-01-11,Mazda,CX-3,,$13.990.000 (Rebajado 3%),13990000,2019,72'657,72657,Bencina
31614934,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31614934,CHEVROLET TRACKER 2024,Publicado 11/01/2026,2026-01-11,Chevrolet,Tracker,,$11.990.000,11990000,2024,39'670,39670,Bencina
31783166,https://www.yapo.cl/autos-usados/ford-territory-2024/31783166,FORD TERRITORY 2024,Publicado 09/01/2026,2026-01-09,Ford,Territory,,$15.980.000,15980000,2024,37'900,37900,Bencina
31140088,https://www.yapo.cl/autos-usados/dfsk-cargo-box-2023-a-c/31140088,DFSK CARGO BOX 2023 A/C,Publicado 12/01/2026,2026-01-12,DFSK,CARGO BOX,,$6.790.000 (Rebajado 7%),6790000,2023,37'000,37000,Bencina
31250902,https://www.yapo.cl/autos-usados/hyundai-tucson-2023/31250902,HYUNDAI TUCSON 2023,Publicado 07/01/2026,2026-01-07,Hyundai,Tucson,,$16.490.000 (Rebajado 7%),16490000,2023,70'879,70879,Bencina
31659110,https://www.yapo.cl/autos-usados/maxus-t60-2023/31659110,MAXUS T60 2023,Publicado 11/01/2026,2026-01-11,Maxus,T60,,$11.000.000,11000000,2023,125'463,125463,Diesel
31611228,https://www.yapo.cl/autos-usados/chevrolet-onix-2023/31611228,CHEVROLET ONIX 2023,Publicado 11/01/2026,2026-01-11,Chevrolet,Onix,,$9.890.000,9890000,2023,22'350,22350,Bencina
31800015,https://www.yapo.cl/autos-usados/maxus-t60-glx/31800015,MAXUS T60 GLX,Publicado 09/01/2026,2026-01-09,Maxus,T60,,$15.900.000,15900000,2022,189'000,189000,Diesel
31643387,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31643387,CHEVROLET TRACKER 2024,Publicado 07/01/2026,2026-01-07,Chevrolet,Tracker,,$11.990.000,11990000,2024,46'827,46827,Bencina
31505389,https://www.yapo.cl/autos-usados/omoda-c5-luxury/31505389,Omoda C5 Luxury,Publicado 08/01/2026,2026-01-08,Omoda,C5 Luxury,,$12.900.000,12900000,2024,41'000,41000,Bencina
31775182,https://www.yapo.cl/autos-usados/mitsubishi-montero-4x4-3-8-cc/31775182,MITSUBISHI MONTERO 4X4 3.8 CC,Publicado 10/01/2026,2026-01-10,Mitsubishi,Montero GLS,,$5.200.000,5200000,2003,150'000,150000,Bencina
30278308,https://www.yapo.cl/autos-usados/volkswagen-amarok-2022/30278308,VOLKSWAGEN AMAROK 2022,Publicado 04/01/2026,2026-01-04,Volkswagen,Amarok,,$17.990.000,17990000,2022,145'000,145000,Diesel
31740143,https://www.yapo.cl/autos-usados/honda-hr-v-lx-1-8-at/31740143,Honda HR V LX 1.8 AT,Publicado 04/01/2026,2026-01-04,Honda,HR-V,,$12.590.000,12590000,2018,95'032,95032,Bencina
31626294,https://www.yapo.cl/autos-usados/toyota-yaris-2015/31626294,TOYOTA YARIS 2015,Publicado 07/01/2026,2026-01-07,Toyota,Yaris,,$6.490.000,6490000,2015,40'094,40094,Bencina
31471322,https://www.yapo.cl/autos-usados/chevrolet-tracker-2025/31471322,CHEVROLET TRACKER 2025,Publicado 07/01/2026,2026-01-07,Chevrolet,Tracker,,$16.890.000 (Rebajado 2%),16890000,2025,5'037,5037,Bencina
31856069,https://www.yapo.cl/autos-nuevos/chevrolet-sail-sedan/31856069,,Publicado 13/01/2026,2026-01-13,Chevrolet,Sail,,$9.990.000,9990000,2026,,,Bencina
31776858,https://www.yapo.cl/autos-usados/chevrolet-colorado-2023/31776858,CHEVROLET COLORADO 2023,Publicado 07/01/2026,2026-01-07,Chevrolet,Colorado,,$22.100.000,22100000,2023,63'000,63000,Diesel
31596354,https://www.yapo.cl/autos-usados/kia-seltos-2024/31596354,KIA SELTOS 2024,Publicado 06/01/2026,2026-01-06,Kia,Seltos,,$15.990.000,15990000,2024,39'000,39000,Bencina
30317375,https://www.yapo.cl/autos-usados/chevrolet-onix-2024/30317375,CHEVROLET ONIX 2024,Publicado 07/01/2026,2026-01-07,Chevrolet,Onix,,$10.990.000 (Rebajado 1%),10990000,2024,3'840,3840,Bencina
31825991,https://www.yapo.cl/autos-usados/chevrolet-tracker-2024/31825991,CHEVROLET TRACKER 2024,Publicado 07/01/2026,2026-01-07,Chevrolet,Tracker,,$11.990.000,11990000,2024,33'590,33590,Bencina
31588080,https://www.yapo.cl/autos-usados/mg-3-2022/31588080,MG 3 2022,Publicado 05/01/2026,2026-01-05,,MG3,,$7.690.000,7690000,2022,38'764,38764,Bencina
31078446,https://www.yapo.cl/autos-usados/peugeot-2008-2023/31078446,PEUGEOT 2008 2023,Publicado 05/01/2026,2026-01-05,Peugeot,2008,,$12.990.000 (Rebajado 2%),12990000,2023,52'173,52173,Bencina
31829306,https://www.yapo.cl/autos-usados/maxus-c35-l/31829306,MAXUS C35 L,Publicado 07/01/2026,2026-01-07,Maxus,C35,,$15.900.000,15900000,2023,71'000,71000,Diesel
31746092,https://www.yapo.cl/autos-usados/furgon-marca-renault-modelo-dokker-iii-1-6-ano-2017/31746092,FURGON MARCA RENAULT MODELO DOKKER III 1.6 AÑO 2017,Publicado 05/01/2026,2026-01-05,Renault,Dokker,,$4.500.000,4500000,2018,166'677,166677,Bencina
31585324,https://www.yapo.cl/autos-usados/volkswagen-saveiro-2024/31585324,VOLKSWAGEN SAVEIRO 2024,Publicado 06/01/2026,2026-01-06,Volkswagen,Saveiro,,$13.990.000,13990000,2024,8'588,8588,Bencina
31730086,https://www.yapo.cl/autos-usados/toyota-rush-2023/31730086,TOYOTA RUSH 2023,Publicado 07/01/2026,2026-01-07,Toyota,Rush,,$11.790.000,11790000,2023,35'425,35425,Bencina
31483343,https://www.yapo.cl/autos-usados/fiat-pulse-2023/31483343,FIAT PULSE 2023,Publicado 07/01/2026,2026-01-07,Fiat,Pulse,,$13.290.000,13290000,2023,44'600,44600,Bencina
31772868,https://www.yapo.cl/autos-usados/toyota-raize-2025/31772868,TOYOTA RAIZE 2025,Publicado 06/01/2026,2026-01-06,Toyota,Raize,,$12.500.000,12500000,2025,22'168,22168,Bencina
31747890,https://www.yapo.cl/autos-usados/furgon-marca-fiat-modelo-fiorino-fire-elx-1-4-ano-2017/31747890,FURGON MARCA FIAT MODELO FIORINO FIRE ELX 1.4 AÑO 2017,Publicado 05/01/2026,2026-01-05,Fiat,Fiorino,,$3.200.000,3200000,2017,131'898,131898,Bencina
31672129,https://www.yapo.cl/autos-usados/peugeot-3008/31672129,Peugeot 3008,Publicado 07/01/2026,2026-01-07,Peugeot,3008,,$19.990.000,19990000,2025,46,46,Bencina
31696556,https://www.yapo.cl/autos-usados/hyundai-i30-2013-full-1-6-gls-crdi-diesel/31696556,Hyundai i30 2013 Full 1.6 GLS CRDI Diesel,Publicado 05/01/2026,2026-01-05,Hyundai,i30,,$10.500.000,10500000,2013,87'544,87544,Diesel
31760864,https://www.yapo.cl/autos-usados/suzuki-jimny-2022/31760864,SUZUKI JIMNY 2022,Publicado 06/01/2026,2026-01-06,Suzuki,Jimny,,$12.500.000,12500000,2022,91'940,91940,Bencina
31678202,https://www.yapo.cl/autos-usados/toyota-hilux-2023/31678202,TOYOTA HILUX 2023,Publicado 07/01/2026,2026-01-07,Toyota,Hilux,,$17.000.000,17000000,2023,65'680,65680,Diesel
31788188,https://www.yapo.cl/autos-usados/kia-morning-2023/31788188,KIA MORNING 2023,Publicado 05/01/2026,2026-01-05,Kia,Morning,,$9.290.000,9290000,2023,13'963,13963,Bencina
31856224,https://www.yapo.cl/autos-nuevos/chevrolet-silverado/31856224,,Publicado 13/01/2026,2026-01-13,Chevrolet,Silverado,,$41.990.000,41990000,2026,,,Bencina
31803647,https://www.yapo.cl/autos-usados/citroen-c3-2023/31803647,CITROEN C3 2023,Publicado 07/01/2026,2026-01-07,Citroen,C3,,$10.190.000,10190000,2023,75'000,75000,Diesel
31426218,https://www.yapo.cl/autos-usados/nissan-versa-sence-2015-automatico/31426218,Nissan Versa sence 2015 automático,Publicado 05/01/2026,2026-01-05,Nissan,Versa,,$8.500.000,8500000,2015,92'000,92000,Bencina
31801578,https://www.yapo.cl/autos-usados/suzuki-grand-nomade-glx-sport-2-4-2013/31801578,Suzuki Grand Nomade Glx Sport 2.4 2013,Publicado 06/01/2026,2026-01-06,Suzuki,Grand Nomade,,$10.990.000,10990000,2013,27'000,27000,Bencina
31844911,https://www.yapo.cl/autos-usados/honda-city-lx-2014/31844911,Honda City LX 2014,Publicado 10/01/2026,2026-01-10,Honda,City,,$6.490.000,6490000,2014,142'000,142000,Bencina
31359151,https://www.yapo.cl/autos-usados/opel-corsa-2020/31359151,OPEL CORSA 2020,Publicado 07/01/2026,2026-01-07,Opel,Corsa,,$10.990.000,10990000,2020,41'775,41775,Bencina
31791643,https://www.yapo.cl/autos-usados/mitsubishi-outlander-2019/31791643,MITSUBISHI OUTLANDER 2019,Publicado 06/01/2026,2026-01-06,Mitsubishi,Outlander,,$11.490.000,11490000,2019,76'000,76000,Bencina
31732580,https://www.yapo.cl/autos-usados/kia-sonet-2024/31732580,KIA SONET 2024,Publicado 05/01/2026,2026-01-05,Kia,Sonet,,$14.490.000 (Rebajado 9%),14490000,2024,47'268,47268,Bencina
31740170,https://www.yapo.cl/autos-usados/chevrolet-onix-2024/31740170,CHEVROLET ONIX 2024,Publicado 07/01/2026,2026-01-07,Chevrolet,Onix,,$12.790.000,12790000,2024,38'880,38880,Bencina
31713813,https://www.yapo.cl/autos-usados/peugeot-2008-2022/31713813,PEUGEOT 2008 2022,Publicado 12/01/2026,2026-01-12,Peugeot,2008,,$15.990.000,15990000,2022,52'118,52118,Diesel
31764459,https://www.yapo.cl/autos-usados/toyota-raize-2025/31764459,TOYOTA RAIZE 2025,Publicado 06/01/2026,2026-01-06,Toyota,Raize,,$12.500.000,12500000,2025,20'316,20316,Bencina
31796751,https://www.yapo.cl/autos-usados/subaru-forester-cvt-4x4-au/31796751,SUBARU Forester CVT 4x4 Au,Publicado 13/01/2026,2026-01-13,Subaru,Forester,,$17.990.000,17990000,2020,87'931,87931,Bencina
31518267,https://www.yapo.cl/autos-usados/fiat/31518267,Fiat,Publicado 07/01/2026,2026-01-07,Fiat,500,,$5.390.000 (Rebajado 2%),5390000,2015,181'000,181000,Bencina
31795924,https://www.yapo.cl/autos-usados/peugeot-208-2022/31795924,PEUGEOT 208 2022,Publicado 07/01/2026,2026-01-07,Peugeot,208,,$11.990.000,11990000,2022,22'000,22000,Bencina
31740172,https://www.yapo.cl/autos-usados/chevrolet-onix-2024/31740172,CHEVROLET ONIX 2024,Publicado 07/01/2026,2026-01-07,Chevrolet,Onix,,$12.790.000,12790000,2024,32'343,32343,Bencina
